"id","external_author_id","author","content","translation","is_translated","region","language","publish_date","harvested_date","following","followers","updates","post_type","account_type","new_june_2018","retweet","account_category"
"384476","1661246144","KateRitterrrr","#TEAPARTY #TCOT #PJNET #USA #JESUS #ISRAEL #BENGHAZI #GODSPEED https://t.co/UuBBTCxlIa",,"0","United States","English","2015-12-05 16:35:00","2015-12-05 16:36:00","471","442","1224","RETWEET","Right","0","1","RightTroll"
"384533","1661246144","KateRitterrrr","The Israel Thing @Schmovie #HannukahSchmovies",,"0","United States","English","2015-12-07 16:25:00","2015-12-07 16:25:00","471","447","1290","RETWEET","Right","0","1","RightTroll"
"384602","1661246144","KateRitterrrr","Klein - John Kerry’s Dangerous Ignorance On The Israeli-Palestinian Conflict https://t.co/PlgeZxONaQ",,"0","United States","English","2016-12-08 12:21:00","2016-12-08 12:21:00","1780","1582","6056","RETWEET","Right","0","1","RightTroll"
"384611","1661246144","KateRitterrrr","IFCJ’s Eckstein: Christians are at the Forefront of Prophetic Fulfillment - Breaking Israel News https://t.co/Rmzz6EZcDP via @binalerts",,"0","United States","English","2016-12-08 04:29:00","2016-12-08 04:29:00","1780","1581","6054","RETWEET","Right","0","1","RightTroll"
"384720","1661246144","KateRitterrrr","RT @Jew4Peace: Attacking churches in #Palestine: An Israeli policy since 1948. https://t.co/lON2OR0Aw6 #Israel #JSIL #Christians #tcot #cco…",,"0","United States","English","2016-02-26 10:52:00","2016-02-26 10:53:00","663","733","1744","QUOTE_TWEET","Right","0","1","RightTroll"
"384764","1661246144","KateRitterrrr","HONORABLE: PM Netanyahu pays respect to officer wounded yesterday while fighting off her Palestinian attacker. https://t.co/Wgp96QUxhz",,"0","United States","English","2016-02-04 14:08:00","2016-02-04 14:08:00","369","578","1582","RETWEET","Right","0","1","RightTroll"
"384782","1661246144","KateRitterrrr","PAIN: Funeral of Hadar Cohen, ripped away from us while defending the state of Israel against Palestinian terror. https://t.co/8yt0HDetS4",,"0","United States","English","2016-02-04 14:10:00","2016-02-04 14:11:00","369","578","1606","RETWEET","Right","0","1","RightTroll"
"385656","1661246144","KateRitterrrr","Lucy Aharish - Israeli-Arab - one of the most LOVED women in #Israel, tells it like it is (always!) https://t.co/Bb0c13PCs3",,"0","United States","English","2016-07-29 20:03:00","2016-07-29 20:03:00","797","743","1917","RETWEET","Right","0","1","RightTroll"
"385674","1661246144","KateRitterrrr","When muslim kills jewish person in israel, its resistance. When muslim kills person in europe, its terror.",,"0","United States","English","2016-07-29 09:16:00","2016-07-29 09:16:00","500","723","1906","RETWEET","Right","0","1","RightTroll"
"385836","1661246144","KateRitterrrr","New post: ""UN chief calls Netanyahu ethnic cleansing comment outrageous"" https://t.co/DGTOcRoJTQ",,"0","United States","English","2016-09-15 18:54:00","2016-09-15 18:54:00","837","1322","2017","RETWEET","Right","0","1","RightTroll"
"386109","1661246144","KateRitterrrr","#BIAFRAVENGENNAMDIKANU @UN @EU_Commission  @realDonaldTrump  @netanyahu  @gntlman   @BorisJohnson @HelenClarkUNDP, https://t.co/ZRUUCjs01b",,"0","United States","English","2016-09-16 19:03:00","2016-09-16 19:03:00","836","1337","2322","RETWEET","Right","0","1","RightTroll"
"386293","1661246144","KateRitterrrr","Shurat HaDin: Obama Stopped Terror Victims' Court Payments - Israel News https://t.co/4tEfvYBGdI via @binalerts",,"0","United States","English","2016-09-17 00:31:00","2016-09-17 00:31:00","834","1367","2512","RETWEET","Right","0","1","RightTroll"
"386315","1661246144","KateRitterrrr","Congress Investigating Obama Admin-Funded Campaign to Unseat Israeli PM https://t.co/l6RboU9Ng6 via @sharethis",,"0","United States","English","2016-09-17 00:36:00","2016-09-17 00:36:00","834","1368","2535","RETWEET","Right","0","1","RightTroll"
"386372","1661246144","KateRitterrrr","Leaked Colin Powell Email Confirms Israel Has ""200 Nukes All Targeted On Tehran"" https://t.co/hfUxluiB4H",,"0","United States","English","2016-09-17 15:27:00","2016-09-17 15:27:00","834","1381","2766","RETWEET","Right","0","1","RightTroll"
"386583","1661246144","KateRitterrrr",".@solange0547 on #Periscope: Singing for peace&unity #jerusalem ��❤️#music #inspire https://t.co/WNeKtbxKMO",,"0","United States","English","2016-09-17 19:08:00","2016-09-17 19:08:00","834","1391","3005","RETWEET","Right","0","1","RightTroll"
"386713","1661246144","KateRitterrrr","VIDEO KNIFE JIHAD in Israel: Four jihad terrorist attacks within hours leave 5 Israelis lightly ... https://t.co/fkDgarKidR",,"0","United States","English","2016-09-17 21:33:00","2016-09-17 21:33:00","834","1407","3158","RETWEET","Right","0","1","RightTroll"
"386779","1661246144","KateRitterrrr","USA, Israel, USS Liberty! #RT https://t.co/zCQiBmordT @WildBillUSA #StopIslam #YesChristianity #MakeDCListen #NOSharia #WakeUpAmerica",,"0","United States","English","2016-09-17 03:37:00","2016-09-17 03:37:00","834","1373","2599","RETWEET","Right","0","1","RightTroll"
"386902","1661246144","KateRitterrrr","Congress Investigating Obama Admin-Funded Campaign to Oust Israeli PM Netanyahu https://t.co/j751vBMwyd",,"0","United States","English","2016-09-18 00:30:00","2016-09-18 00:30:00","833","1418","3200","RETWEET","Right","0","1","RightTroll"
"387271","1661246144","KateRitterrrr","Pres. Obama, Israeli Prime Minister Netanyahu to meet Wednesday on sidelines of UN summit https://t.co/cFZMtJYsvZ",,"0","United States","English","2016-09-18 19:20:00","2016-09-18 19:20:00","834","1442","3802","RETWEET","Right","0","1","RightTroll"
"387277","1661246144","KateRitterrrr","ISRAEL UNDER TERROR - 36 HOURS: - 7 Israelis wounded - 4 stabbings - 1 car ramming - Rock throwings - 4 terrorists killed - 2 more wounded.",,"0","United States","English","2016-09-18 19:21:00","2016-09-18 19:21:00","834","1442","3807","RETWEET","Right","0","1","RightTroll"
"387679","1661246144","KateRitterrrr","The Dancing Israelis arrested on 9/11 and their arrest sheets https://t.co/4sYS5JK9WH https://t.co/ZOaF7YT80j",,"0","United States","English","2016-09-19 21:30:00","2016-09-19 21:30:00","833","1463","4223","RETWEET","Right","0","1","RightTroll"
"388214","1661246144","KateRitterrrr","New post: ""Israel's Supreme Court rejects former PM Olmert's appeal"" https://t.co/yT0dcUFGiw",,"0","United States","English","2016-09-29 19:17:00","2016-09-29 19:17:00","1328","1535","4652","RETWEET","Right","0","1","RightTroll"
"388299","1661246144","KateRitterrrr","The incredible story of the Christian nurse who saved 2500 Jews from the Nazis - @IsraelVideos https://t.co/lKrOHTmV1P",,"0","United States","English","2016-09-29 19:40:00","2016-09-29 19:42:00","1328","1535","4754","RETWEET","Right","0","1","RightTroll"
"388415","1661246144","KateRitterrrr","Live Now: Prime Minister Benjamin Netanyahu's eulogy of Israel's ninth President, Shimon Peres   https://t.co/Jj7S3KQ2lw",,"0","United States","English","2016-09-30 07:35:00","2016-09-30 07:35:00","1328","1552","4862","RETWEET","Right","0","1","RightTroll"
"390143","1513801268","YouJustCtrlC","Video: Palestinian 8-year-old abducted and force-marched by Israeli soldiers after he went to look for lost toy https://t.co/N7CO1HjcTr",,"0","United States","English","2017-03-24 08:06:00","2017-03-24 08:06:00","2642","2706","4061","RETWEET","left","0","1","LeftTroll"
"390230","1513801268","YouJustCtrlC","Let me remind everyone - today is #LandDay, the day when Palestinians protest the Israeli seizure of their land. This isn't a coincidence. https://t.co/P9kJ5xAdCF",,"0","United States","English","2017-03-30 21:13:00","2017-03-30 21:13:00","2638","2695","4169","RETWEET","left","0","1","LeftTroll"
"390992","1513801268","YouJustCtrlC",".@CNN @MSNBC @FoxNews Both killed multiple people but only one is called a terrorist by #ZionistMSM  Guess who. https://t.co/oU0i2jWHth",,"0","United States","English","2016-06-16 15:21:00","2016-06-16 15:21:00","2377","2419","1617","QUOTE_TWEET","left","0","1","LeftTroll"
"391089","1513801268","YouJustCtrlC","BREAKING: Israeli prime minister visits Tel Aviv attack scene, says `we will win' in struggle against militants (via @AP)",,"0","United States","English","2016-06-09 17:47:00","2016-06-09 17:47:00","2085","2382","1589","RETWEET","left","0","1","LeftTroll"
"392296","1659867661","YourLovelyCarol","How does #UNGA react to Iranian calls for the destruction of Israel? SILENCE.  Retweet if you refuse to be silent. https://t.co/26yGNVPmPP",,"0","United States","English","2015-10-07 15:09:00","2015-10-07 15:10:00","61","54","438","RETWEET","Right","1","1","RightTroll"
"407237","1701955429","ZzzacharyZzz","A bridge between Austria and Israel https://t.co/1yg3Ybn5YY #IsraelNews https://t.co/A1ZkFCVPfr",,"0","United States","English","2016-10-22 16:19:00","2016-10-22 16:19:00","831","897","1671","RETWEET","left","0","1","LeftTroll"
"408429","1701955429","ZzzacharyZzz","'- @planet_muji Do any of these rights still apply to Aframericans under President  Obama and his little team of Nazis and NaziZionists?'",,"0","United States","English","2015-12-30 21:01:00","2015-12-30 21:01:00","474","155","479","RETWEET","left","0","1","LeftTroll"
"408475","1701955429","ZzzacharyZzz","Looking for some feedback go check out that new @xBibi617x Bibi Double B - Getting Started The Mixtape  https://t.co/J02yKudyl7  #520PROMO",,"0","United States","English","2016-12-31 08:48:00","2016-12-31 08:48:00","813","918","3113","RETWEET","left","0","1","LeftTroll"
"408922","1701955429","ZzzacharyZzz","URGENT! PLEASE RT! BADEE DWAIK'S HOME INVADED BY ISRAELI ARMY WHO THREATENS WITH ARREST https://t.co/xKPwYXSzFY #DismantleTheGhetto https://t.co/EZzmaJYusz",,"0","United States","English","2017-02-24 05:28:00","2017-02-24 05:29:00","809","936","4293","RETWEET","left","0","1","LeftTroll"
"408923","1701955429","ZzzacharyZzz","Emboldened #Israeli gov says @hrw spreads ""propaganda"", denies access to Israel/Palestine director @OmarSShakir https://t.co/OgtLRaT0QD",,"0","United States","English","2017-02-24 05:29:00","2017-02-24 05:29:00","809","936","4295","RETWEET","left","0","1","LeftTroll"
"408924","1701955429","ZzzacharyZzz","#Israel, ""Mideast's only democracy"" denies @HRW researcher @OmarSShakir visa, accuses organization of 'propaganda' https://t.co/uJig79zQKU",,"0","United States","English","2017-02-24 05:29:00","2017-02-24 05:29:00","809","936","4294","RETWEET","left","0","1","LeftTroll"
"408958","1701955429","ZzzacharyZzz","'@mikelbtko ((they)) ruined the west to justify making israel the place to see and be seen lol #altright'",,"0","United States","English","2016-02-26 12:24:00","2016-02-26 12:24:00","661","211","586","RETWEET","left","0","1","LeftTroll"
"409523","1701955429","ZzzacharyZzz","Israelite Debates With Jewish Man...Cursing Out Black Woman https://t.co/pcwkaPS0Rn via @YouTube",,"0","United States","English","2017-03-20 01:19:00","2017-03-20 01:19:00","808","919","4824","RETWEET","left","0","1","LeftTroll"
"409538","1701955429","ZzzacharyZzz","As a Jew, all I want is an Israeli/Palestinian state with equal rights for all. And I have Evangelical Christians & Hillary condemning that.",,"0","United States","English","2016-03-21 16:57:00","2016-03-21 16:57:00","711","312","743","RETWEET","left","0","1","LeftTroll"
"409701","1701955429","ZzzacharyZzz","No More Preaching &amp; Recruiting Muslim Black Hebrew Israelites Hoteps Black Panthers  YOU areStrong Black Men "" FIND OUR GIRLS!!",,"0","United States","English","2017-03-27 04:13:00","2017-03-27 04:13:00","806","925","4985","RETWEET","left","0","1","LeftTroll"
"410225","1701955429","ZzzacharyZzz","Palestinians in Israeli jails hold mass hunger strike https://t.co/vXQ6F7CQSt",,"0","United States","English","2017-04-17 07:12:00","2017-04-17 07:13:00","805","935","5568","RETWEET","left","0","1","LeftTroll"
"410504","1701955429","ZzzacharyZzz","Under US law it is illegal to aid any country that didn't sign the Nuclear Treaty   .@POTUS @Israel didn't https://t.co/X99ZCnDPDA",,"0","United States","English","2017-04-28 03:30:00","2017-04-28 03:30:00","805","935","5847",,"left","0","0","LeftTroll"
"410833","1701955429","ZzzacharyZzz","RT @mikelbtko: Bible States Damascus shall be reduced2rubble b4Greater Israel goes ahead #GreaterIsrael #BlackLivesMatter #EndUsury",,"0","United States","English","2016-05-16 15:43:00","2016-05-16 15:43:00","984","463","970",,"left","0","0","LeftTroll"
"411249","1701955429","ZzzacharyZzz","Six-day-old infant Ali Fadi dies in Gaza as Palestinian Authority and Israel collaborate to deny medical treatment https://t.co/Znd6TQ6R5w",,"0","United States","English","2017-07-17 15:55:00","2017-07-17 15:55:00","794","911","6278","RETWEET","left","0","1","LeftTroll"
"411540","1701955429","ZzzacharyZzz","As Israel Prospers, Obama Set to Give Billions More in Aid While Netanyahu Demands More  https://t.co/dLkKXysIUO",,"0","United States","English","2016-07-31 16:26:00","2016-07-31 16:26:00","907","676","1200","RETWEET","left","0","1","LeftTroll"
"411616","1701955429","ZzzacharyZzz","Palestinian lawyer, Mohamed Allan starving for 29th day in Israeli prison. #FreePalestine #BDS #IntelGroup  https://t.co/NzSZ5XfnQ2",,"0","United States","English","2017-07-07 00:53:00","2017-07-07 00:54:00","794","909","6039","RETWEET","left","0","1","LeftTroll"
"411651","1701955429","ZzzacharyZzz","🎥 \| Rabbi David Goldberg: ""In the occupied territories Israel is an apartheid state. Being a critic of Israel does not make you antisemitic"" https://t.co/bexGqdJ9ah",,"0","United States","English","2017-07-08 09:19:00","2017-07-08 09:19:00","794","909","6070","RETWEET","left","0","1","LeftTroll"
"411748","1701955429","ZzzacharyZzz","Israel is a War Criminal has uploaded IDF attacked a football match, tear gassed 'players and fans   https://t.co/7mtiULiJxl",,"0","United States","English","2016-08-28 15:47:00","2016-08-28 15:49:00","838","811","1267","RETWEET","left","0","1","LeftTroll"
"412445","2426927403","_beglov","#Israel holding 24 suspected of #arson as fires rage https://t.co/rze9fDOxTW https://t.co/ugnSU4L2MU",,"0","United Arab Emirates","English","2016-11-27 23:51:00","2016-11-27 23:51:00","181","147","190","RETWEET","Russian","0","1","NonEnglish"
"413192","2426927403","_beglov",".@netanyahu in hot water after #Israel, #Germany launch investigation into sub deal https://t.co/eNMYt9s2x7 https://t.co/pb2QCrgqhV",,"0","United Arab Emirates","English","2016-11-29 01:06:00","2016-11-29 01:06:00","182","151","969","RETWEET","Russian","0","1","NonEnglish"
"414175","2498964074","_Billy_Moyer_","As Iran hails the new nuclear deal, Israel is vowing to make sure Tehran holds up its end of the deal.  https://t.co/vQxYMegPzb",,"0","United States","English","2016-01-17 12:54:00","2016-01-17 12:54:00","1513","526","977","RETWEET","Right","0","1","RightTroll"
"414250","2498964074","_Billy_Moyer_","Rocket launch attempt into Israel fails, falls in Gaza territory http://t.co/QGgKKxkDr5",,"0","United States","English","2015-10-11 19:55:00","2015-10-11 19:57:00","537","88","715","RETWEET","Right","0","1","RightTroll"
"414269","2498964074","_Billy_Moyer_","All hail the Israeli Nunchucks Hero who subdued terrorist http://t.co/BeQeeVihNz",,"0","United States","English","2015-10-12 19:57:00","2015-10-12 19:57:00","537","90","736","RETWEET","Right","0","1","RightTroll"
"414283","2498964074","_Billy_Moyer_","American high school children are taught that #Israel respects #Minority Rights more than #America and #Europe! https://t.co/LPmDFZp4UX",,"0","United States","English","2015-11-13 15:06:00","2015-11-13 15:06:00","538","88","745","RETWEET","Right","0","1","RightTroll"
"414661","2498964074","_Billy_Moyer_","Obama is a disaster, good that at least Netanyahu has brains and courage to say the real things #BibiVsObama",,"0","United States","English","2015-03-04 17:44:00","2015-03-04 17:44:00","136","24","225",,"Right","0","0","RightTroll"
"416804","1649967228","_NickLuna_","#IsraeltheRegion #NGOs #NGObill #BenjaminNetanyahu #AyeletShaked Attempted stabbing reported in West Bank;… https://t.co/hH2Y49nDWB",,"0","United States","English","2016-01-17 13:08:00","2016-01-17 13:08:00","1055","532","1097","RETWEET","Right","0","1","RightTroll"
"416821","1649967228","_NickLuna_","Claremont Colleges' Intercollegiate Media Studies Department Mocks Netanyahu, Promotes Anti-Israel Propaganda https://t.co/xqysM6TIkY",,"0","United States","English","2017-01-17 08:32:00","2017-01-17 08:32:00","1719","1622","3011","RETWEET","Right","0","1","RightTroll"
"417046","1649967228","_NickLuna_","Israeli Prime Minister Netanyahu endorses President Donald Trump's plan to build a wall along the Mexican border. https://t.co/LHWEhGE4Mr",,"0","United States","English","2017-01-28 17:19:00","2017-01-28 17:20:00","1712","1634","3171","RETWEET","Right","0","1","RightTroll"
"417182","1649967228","_NickLuna_","Katie Pavlich passes along some helpful stats to the U.N. after deadly attack in Israel https://t.co/G51fQpqOfz",,"0","United States","English","2017-01-08 19:15:00","2017-01-08 19:15:00","1726","1633","2887","RETWEET","Right","0","1","RightTroll"
"417200","1649967228","_NickLuna_","BUT - #Russian-Israeli coordination in #Syria includes air, sea, land and cyperspace http://t.co/s8Pl1sWTOW http://t.co/jdmj7VZ7dt",,"0","United States","English","2015-10-01 11:15:00","2015-10-01 11:16:00","841","214","670","RETWEET","Right","0","1","RightTroll"
"417229","1649967228","_NickLuna_","An East Jerusalem Palestinian planned a suicide bus attack. He didn't commit it because he was afraid his parents home would be demolished.",,"0","United States","English","2016-10-11 12:37:00","2016-10-11 12:37:00","1264","1457","1964","RETWEET","Right","0","1","RightTroll"
"417325","1649967228","_NickLuna_","U.S. Anger At Israel Could Result In A UN Security Council Resolution Establishing A Palestinian State https://t.co/40FFhCQNZg",,"0","United States","English","2016-10-18 04:27:00","2016-10-18 04:27:00","1264","1459","2042","RETWEET","Right","0","1","RightTroll"
"417337","1649967228","_NickLuna_","Billboard ridicules Trump’s fear of Islam https://t.co/sVAz3HGPyu via @timesofisrael",,"0","United States","English","2016-10-19 01:33:00","2016-10-19 01:33:00","1264","1460","2055","RETWEET","Right","0","1","RightTroll"
"417489","1649967228","_NickLuna_","A drone just flew from Israel’s north to south and this is what it captured #Israel�� @RNRIsrael  #RedNationRising  https://t.co/YA4X9aYw2d",,"0","United States","English","2016-10-06 17:05:00","2016-10-06 17:05:00","1267","1464","1871","RETWEET","Right","0","1","RightTroll"
"417495","1649967228","_NickLuna_","via @zlando  Only in Palestine:    You want a state with NO Jews - but call #Israel (with 2 million Arab citizens) ""Apartheid""    #tcot https://t.co/lq3zvQMXNo",,"0","United States","English","2016-10-06 18:15:00","2016-10-06 18:16:00","1267","1466","1877","RETWEET","Right","0","1","RightTroll"
"417527","1649967228","_NickLuna_","At some point, every bdshole wanker gets 2 have his moment of reality check and it is dismally painful. Takbir.@IrishZionists @Resistance48 https://t.co/R8R1eOCJ1C",,"0","United States","English","2016-10-07 08:58:00","2016-10-07 08:58:00","1267","1462","1905","RETWEET","Right","0","1","RightTroll"
"417541","1649967228","_NickLuna_","Palestinians have no partner for peace. #Israel is simply a #settler #colonialist project. https://t.co/d3nvocPxcU",,"0","United States","English","2016-10-08 09:07:00","2016-10-08 09:07:00","1266","1462","1920","RETWEET","Right","0","1","RightTroll"
"417543","1649967228","_NickLuna_","UPDATE: Woman shot after stabbing attempt in northern #Israel: police - @AFP",,"0","United States","English","2015-10-09 12:27:00","2015-10-09 12:27:00","841","215","665","RETWEET","Right","0","1","RightTroll"
"417842","1649967228","_NickLuna_","Leslie @RealClearIsrael - A Day In The Life Of Emmaus, Jerusalem, Israel https://t.co/XZAQGJgo4R",,"0","United States","English","2016-11-27 18:03:00","2016-11-27 18:03:00","1740","1643","2702","RETWEET","Right","0","1","RightTroll"
"417874","1649967228","_NickLuna_","Really? Some are calling it little Israel. Pretty bold. Is it #Terrorism? https://t.co/95u46Oxf71",,"0","United States","English","2016-11-29 06:17:00","2016-11-29 06:17:00","1739","1653","2721","RETWEET","Right","0","1","RightTroll"
"418108","1649967228","_NickLuna_","A drone just flew from Israel’s north to south and this is what it captured #Israel�� @RNRIsrael  #RedNationRising  https://t.co/YA4X9aYw2d",,"0","United States","English","2016-12-14 15:40:00","2016-12-14 15:40:00","1734","1654","2759","RETWEET","Right","0","1","RightTroll"
"418118","1649967228","_NickLuna_","via @zlando  Only in Palestine:    You want a state with NO Jews - but call #Israel (with 2 million Arab citizens) ""Apartheid""    #tcot https://t.co/lq3zvQMXNo",,"0","United States","English","2016-12-14 15:41:00","2016-12-14 15:43:00","1734","1654","2764","RETWEET","Right","0","1","RightTroll"
"418136","1649967228","_NickLuna_","At some point, every bdshole wanker gets 2 have his moment of reality check and it is dismally painful. Takbir.@IrishZionists @Resistance48 https://t.co/R8R1eOCJ1C",,"0","United States","English","2016-12-14 15:43:00","2016-12-14 15:44:00","1734","1654","2788","RETWEET","Right","0","1","RightTroll"
"418139","1649967228","_NickLuna_","Palestinians have no partner for peace. #Israel is simply a #settler #colonialist project. https://t.co/d3nvocPxcU",,"0","United States","English","2016-12-14 15:43:00","2016-12-14 15:43:00","1734","1654","2794","RETWEET","Right","0","1","RightTroll"
"418311","1649967228","_NickLuna_","The Israel Thing @Schmovie #HannukahSchmovies",,"0","United States","English","2015-12-07 16:15:00","2015-12-07 16:15:00","1533","509","886","RETWEET","Right","0","1","RightTroll"
"418462","1649967228","_NickLuna_","New post: STUNNING: First Lady Melania Trump Welcomes Israeli Prime Minister Netanyahu https://t.co/9BEXDxexBH",,"0","United States","English","2017-02-15 19:47:00","2017-02-15 19:47:00","1708","1624","3440","RETWEET","Right","0","1","RightTroll"
"418501","1649967228","_NickLuna_","Tenuous Situation Israel's Syrian Border! Retweets https://t.co/OtzsLs49jc (@14:14) @TheUnitedWest #tcot #MakeDCListen",,"0","United States","English","2016-02-18 10:15:00","2016-02-18 10:15:00","902","631","1194",,"Right","0","0","RightTroll"
"418512","1649967228","_NickLuna_","Trump won't back Israel https://t.co/U0nRq3bnwI",,"0","United States","English","2016-02-18 17:56:00","2016-02-18 17:56:00","778","632","1211","RETWEET","Right","0","1","RightTroll"
"418675","1649967228","_NickLuna_","A Trump/Netanyahu Strategy? US Evacuating ISIS Commanders from Tal Afar -  https://t.co/wbBZqiIQdo https://t.co/gl09KSQuw4",,"0","United States","English","2017-02-24 06:37:00","2017-02-24 06:37:00","1708","1627","3558","RETWEET","Right","0","1","RightTroll"
"418707","1649967228","_NickLuna_","Roman House Complete With Phallic Artifacts found in Israel https://t.co/eM83jNgbLX https://t.co/vucJHFtVwg",,"0","United States","English","2017-02-25 18:53:00","2017-02-25 18:54:00","1707","1626","3581","RETWEET","Right","0","1","RightTroll"
"418830","1649967228","_NickLuna_","RT @AccuracyInMedia: UN Condemns Israel as the World Remembers the Holocaust https://t.co/eLl381VRpf #tcot https://t.co/h6p0tXp2UI",,"0","United States","English","2016-02-04 15:30:00","2016-02-04 15:30:00","913","534","1121",,"Right","0","0","RightTroll"
"418868","1649967228","_NickLuna_","RT @RNRIsrael: https://t.co/RJ2QNsDs84 my latest I know he won't leave but I'm letting my voice be heard I encourage you as well #RedNation…",,"0","United States","English","2016-02-05 12:46:00","2016-02-05 12:47:00","906","541","1141",,"Right","0","0","RightTroll"
"419434","1649967228","_NickLuna_","The Israeli bombs didn't stop the elderly man Yahya Maqaldeh from planting his land in Zububa village near Jenin. https://t.co/02aUyc8cA9",,"0","United States","English","2016-03-23 08:07:00","2016-03-23 08:07:00","799","864","1441","RETWEET","Right","0","1","RightTroll"
"419638","1649967228","_NickLuna_","A drone just flew from Israel’s north to south and this is what it captured #Israel�� @RNRIsrael  #RedNationRising  https://t.co/YA4X9aYw2d",,"0","United States","English","2017-03-05 17:39:00","2017-03-05 17:39:00","1704","1610","3698","RETWEET","Right","0","1","RightTroll"
"419643","1649967228","_NickLuna_","via @zlando  Only in Palestine:    You want a state with NO Jews - but call #Israel (with 2 million Arab citizens) ""Apartheid""    #tcot https://t.co/lq3zvQMXNo",,"0","United States","English","2017-03-05 17:39:00","2017-03-05 17:39:00","1704","1610","3702","RETWEET","Right","0","1","RightTroll"
"419911","1649967228","_NickLuna_","Lindsey Graham: I want to bring the apocalypse in North Korea—for Israel - Both Lindsey Gr... https://t.co/ULwgJgqBSp",,"0","United States","English","2017-04-21 07:20:00","2017-04-21 07:21:00","1681","1592","4392","RETWEET","Right","0","1","RightTroll"
"420541","1649967228","_NickLuna_","(IBD) Hillary Clinton's Anti-Israel, Pro-Hezbollah Donor https://t.co/vI5MCb7g8d  - #PJNET @IBDEditorials https://t.co/NUbB8Mm2y9 123",,"0","United States","English","2016-07-29 07:55:00","2016-07-29 07:55:00","1037","1121","1512","RETWEET","Right","0","1","RightTroll"
"420679","1649967228","_NickLuna_","A lovely photo of PM & Sarah Netanyahu. https://t.co/UrWzzF66ne",,"0","United States","English","2016-09-16 16:21:00","2016-09-16 16:21:00","1272","1474","1634","RETWEET","Right","0","1","RightTroll"
"420809","1649967228","_NickLuna_","Rate of terror attacks in Israel continues to rise with attempted stabbings in Hebron https://t.co/qHxoxhSK5X",,"0","United States","English","2016-09-19 21:05:00","2016-09-19 21:05:00","1271","1480","1775","RETWEET","Right","0","1","RightTroll"
"421962","2478383999","_SashaLapin","Israeli ‘shoot-to-kill’ policy encouraged by senior officials – HRW https://t.co/ud2r83hIxr",,"0","Afghanistan","English","2017-01-03 02:57:00","2017-01-03 02:57:00","676","2096","2930","RETWEET","Russian","0","1","NonEnglish"
"421966","2478383999","_SashaLapin","Netanyahu questioned by police over graft allegations hours after denying them https://t.co/DZgMsqhzjZ",,"0","Afghanistan","English","2017-01-03 09:59:00","2017-01-03 09:59:00","676","2095","2939","RETWEET","Russian","0","1","NonEnglish"
"422304","2478383999","_SashaLapin","Cold welcome: German hotel slammed on social media after ‘no guests from Israel’ reply https://t.co/qcKMGev5Rn https://t.co/mPLE43Fph2",,"0","Afghanistan","English","2016-11-01 09:38:00","2016-11-01 09:38:00","680","2230","1105","RETWEET","Russian","0","1","NonEnglish"
"422518","2478383999","_SashaLapin","21 #Palestinians Kidnapped Across West Bank, Jerusalem  WHEN WILL THIS STOP?  #ICC4Israel @CNN  http://t.co/P70a0Dc1tx http://t.co/BmaCfBiHQg",,"0","Afghanistan","English","2016-11-27 18:52:00","2016-11-27 18:52:00","680","2159","1866","RETWEET","Russian","0","1","NonEnglish"
"422875","2478383999","_SashaLapin","Smoke &amp; flames: Huge fire breaks out at Haifa oil refinery in Israel  https://t.co/wosBftOp9C https://t.co/QTXW9cwxKf",,"0","Afghanistan","English","2016-12-25 21:01:00","2016-12-25 21:01:00","678","2100","2691","RETWEET","Russian","0","1","NonEnglish"
"422915","2478383999","_SashaLapin","LIVE: #Netanyahu responds to #Kerry speech on Middle East  https://t.co/BhuU7ZjTuR https://t.co/pVB6NKfeBE",,"0","Afghanistan","English","2016-12-28 19:39:00","2016-12-28 19:39:00","677","2099","2785","RETWEET","Russian","0","1","NonEnglish"
"428664","2675966513","DallasTopNews","Israel OKs 2,500 New West Bank Settlement Homes https://t.co/3EeN3NOIZQ https://t.co/ZNE76KlkT0",,"0","United States","English","2017-01-24 18:19:00","2017-01-24 18:19:00","5142","18795","15271",,"local","0","0","NewsFeed"
"430005","2675966513","DallasTopNews","Israeli Leader Urges US to Veto UN Settlement Resolution https://t.co/dNK1KdLBDA https://t.co/j5FdEUsQyv",,"0","United States","English","2016-12-22 19:08:00","2016-12-22 19:08:00","5153","18772","14375",,"local","0","0","NewsFeed"
"430035","2675966513","DallasTopNews","UN Votes That Israeli Settlements Have 'No Legal Validity' https://t.co/0Z40LmDdLg https://t.co/iDdxpyd7tA",,"0","United States","English","2016-12-23 19:31:00","2016-12-23 19:31:00","5154","18777","14404",,"local","0","0","NewsFeed"
"430127","2675966513","DallasTopNews","Israel Curtails Ties With 10 Countries Over UN Settlement Vote https://t.co/kXAvPJ6PKi https://t.co/V2z5fWI0s4",,"0","United States","English","2016-12-27 15:31:00","2016-12-27 15:31:00","5150","18780","14496",,"local","0","0","NewsFeed"
"431817","2675966513","DallasTopNews","Trump Warns Israel: Stop Announcing New Settlements https://t.co/gnv5M4jY4R https://t.co/GGGydlTZQx",,"0","United States","English","2017-02-03 04:48:00","2017-02-03 04:48:00","5135","18800","15538",,"local","0","0","NewsFeed"
"432852","2675966513","DallasTopNews","Trump raises possibility of curbing aid to Israel, calls third-party talk 'spiteful'  #news",,"0","United States","English","2016-03-21 21:40:00","2016-03-21 21:40:00","5441","22181","16245",,"local","0","0","NewsFeed"
